account_sender_name,country_sender,account_receiver_name,country_receiver,datetime_timestamp,amount
Renault,UK,Renault,US,2614000,9049683
John Coulberg,Germany,Altaran,Spain,2615000,6177665
Chevron,US,Activision Blizard,US,2616000,6547781
Exxon Mobil,Spain,Activision Blizard,UK,2617000,8503165
Elon Musk,US,Laurent Alexandre,France,2618000,9612011
Walmart,Spain,Chevron,Germany,2619000,2942994
Altaran,Spain,General Motos,Germany,2620000,1445898
ConocoPhillips,US,ConocoPhillips,Germany,2621000,189320
Activision Blizard,Japan,Chevron,Japan,2622000,4945999
Nissan,Japan,General Motos,Spain,2623000,9904385
Altaran,UK,Exxon Mobil,Spain,2624000,8689508
General Motos,France,Tesla,UK,2625000,4209371
McKesson,UK,Exxon Mobil,Spain,2626000,7929486
Tesla,Japan,Tesla,Spain,2627000,3265858
Chevron,Japan,Chevron,US,2628000,9319771
Exxon Mobil,Germany,Altaran,Germany,2629000,6012823
Tesla,UK,Activision Blizard,Spain,2630000,4051906
Exxon Mobil,Spain,John Coulberg,Germany,2631000,7444047
ConocoPhillips,UK,Renault,Spain,2632000,3543140
ConocoPhillips,Japan,John Coulberg,US,2633000,2394774
Chevron,Japan,Walmart,US,2634000,7803785
Tesla,Germany,John Coulberg,UK,2635000,7638354
Activision Blizard,US,Elon Musk,Spain,2636000,658623
Nissan,Germany,Renault,Germany,2637000,9629344
Nissan,UK,Nissan,Spain,2638000,7516249
Exxon Mobil,France,Chevron,Germany,2639000,7065800
Nissan,Germany,McKesson,Japan,2640000,1937420
Nissan,US,Elon Musk,UK,2641000,3007211
Chevron,Japan,Nissan,Germany,2642000,3815642
Walmart,UK,Renault,Japan,2643000,9233289
Chevron,UK,Renault,France,2644000,5098785
Altaran,Spain,John Coulberg,Germany,2645000,8266915
Laurent Alexandre,Germany,Altaran,France,2646000,9480050
Tesla,Germany,Exxon Mobil,France,2647000,8139037
Elon Musk,Spain,John Coulberg,Spain,2648000,1363769
Elon Musk,Germany,Altaran,UK,2649000,8253562
Tesla,Germany,Altaran,Japan,2650000,632771
Walmart,Spain,McKesson,Germany,2651000,6892748
Walmart,Germany,General Motos,Germany,2652000,21271
Tesla,Germany,McKesson,Germany,2653000,1695843
McKesson,Japan,Tesla,Germany,2654000,3230125
Exxon Mobil,France,Tesla,Germany,2655000,6790559
John Coulberg,UK,McKesson,France,2656000,3773657
ConocoPhillips,US,Elon Musk,Spain,2657000,3005886
Laurent Alexandre,Spain,Elon Musk,US,2658000,993311
Renault,US,John Coulberg,US,2659000,1048283
Tesla,Germany,Chevron,Spain,2660000,7527017
Tesla,Japan,Exxon Mobil,Germany,2661000,4571525
Elon Musk,France,Nissan,US,2662000,7144613
John Coulberg,Germany,Nissan,France,2663000,1557725
Nissan,Japan,Altaran,US,2664000,1783819
Exxon Mobil,Germany,Activision Blizard,US,2665000,4058053
Elon Musk,UK,Activision Blizard,US,2666000,127848
McKesson,Germany,John Coulberg,US,2667000,4754842
ConocoPhillips,Germany,General Motos,Japan,2668000,7673305
McKesson,France,Renault,Japan,2669000,9617588
Nissan,Japan,Walmart,Germany,2670000,2140060
ConocoPhillips,Spain,Tesla,UK,2671000,5653710
John Coulberg,Japan,McKesson,Spain,2672000,4207287
Tesla,Spain,Chevron,France,2673000,4813696
Chevron,Japan,Altaran,US,2674000,3832015
General Motos,Germany,Laurent Alexandre,US,2675000,6356957
General Motos,Japan,Altaran,Spain,2676000,2139940
General Motos,Germany,Altaran,UK,2677000,5554983
Nissan,UK,Chevron,Germany,2678000,9230293
Altaran,Germany,John Coulberg,France,2679000,3927280
General Motos,France,General Motos,US,2680000,2922545
Exxon Mobil,France,General Motos,Japan,2681000,5957988
Elon Musk,Spain,Nissan,Japan,2682000,528713
Activision Blizard,Japan,Altaran,Germany,2683000,8203273
Activision Blizard,Spain,Altaran,France,2684000,9667625
Activision Blizard,UK,Activision Blizard,Spain,2685000,3494741
ConocoPhillips,Germany,Altaran,UK,2686000,8101513
Chevron,France,Nissan,France,2687000,4558969
Elon Musk,UK,Walmart,UK,2688000,6564200
Chevron,UK,Elon Musk,US,2689000,9040266
ConocoPhillips,Spain,Altaran,Germany,2690000,7184615
Chevron,Germany,John Coulberg,US,2691000,2607443
Activision Blizard,Germany,General Motos,France,2692000,2050210
Chevron,Germany,Renault,Germany,2693000,241562
McKesson,Spain,Renault,US,2694000,3085045
Elon Musk,Germany,Activision Blizard,UK,2695000,4912488
Elon Musk,Japan,Elon Musk,Germany,2696000,1387328
ConocoPhillips,US,Chevron,US,2697000,4637877
ConocoPhillips,UK,McKesson,US,2698000,4685890
Nissan,US,ConocoPhillips,Japan,2699000,3640824
Nissan,UK,Tesla,US,2700000,2308627
Activision Blizard,Germany,Renault,France,2701000,3085086
Altaran,US,Tesla,France,2702000,6904991
John Coulberg,UK,John Coulberg,Japan,2703000,8241341
Exxon Mobil,Spain,General Motos,France,2704000,303655
McKesson,Spain,Activision Blizard,Japan,2705000,3114546
Altaran,France,Tesla,Japan,2706000,5270526
General Motos,UK,McKesson,Japan,2707000,8913241
Laurent Alexandre,Japan,General Motos,US,2708000,5787856
Elon Musk,France,Chevron,US,2709000,5006369
Nissan,Japan,General Motos,US,2710000,6782586
Tesla,US,McKesson,UK,2711000,1213755
Tesla,US,Tesla,UK,2712000,6791420
McKesson,Germany,Activision Blizard,Spain,2713000,2938621
Tesla,France,McKesson,France,2714000,1369004
Activision Blizard,Spain,McKesson,Japan,2715000,9946230
Altaran,Spain,Chevron,Germany,2716000,991985
Altaran,US,Renault,France,2717000,675136
John Coulberg,France,ConocoPhillips,Japan,2718000,2134062
ConocoPhillips,Japan,Nissan,UK,2719000,7703581
McKesson,US,Nissan,Spain,2720000,9114023
Elon Musk,Japan,McKesson,Japan,2721000,8661080
Altaran,Germany,Renault,France,2722000,3432016
Chevron,UK,Tesla,France,2723000,9807376
Exxon Mobil,US,Laurent Alexandre,Japan,2724000,3033460
McKesson,US,Exxon Mobil,Spain,2725000,3159270
Nissan,Japan,ConocoPhillips,US,2726000,5205790
Walmart,UK,Tesla,Spain,2727000,6371180
Activision Blizard,Spain,Laurent Alexandre,UK,2728000,8695773
Exxon Mobil,Germany,Laurent Alexandre,UK,2729000,7002354
Chevron,US,Chevron,France,2730000,7475162
Tesla,UK,Tesla,France,2731000,8742175
McKesson,Germany,Activision Blizard,Germany,2732000,9709066
Laurent Alexandre,US,Altaran,Spain,2733000,6483427
General Motos,UK,ConocoPhillips,France,2734000,4316509
Altaran,Spain,Renault,Germany,2735000,868138
Altaran,UK,John Coulberg,Spain,2736000,150359
General Motos,UK,Altaran,France,2737000,7708648
Elon Musk,Japan,Exxon Mobil,France,2738000,3793697
General Motos,France,Chevron,France,2739000,4261203
Laurent Alexandre,US,Altaran,UK,2740000,3302946
John Coulberg,Germany,John Coulberg,France,2741000,701308
Altaran,UK,Activision Blizard,Spain,2742000,8706996
McKesson,UK,Laurent Alexandre,France,2743000,3445046
Chevron,Spain,Walmart,Germany,2744000,5440258
Walmart,US,Laurent Alexandre,Germany,2745000,9835677
John Coulberg,Spain,Nissan,France,2746000,8729483
Elon Musk,US,Laurent Alexandre,Spain,2747000,2735067
Laurent Alexandre,Germany,Activision Blizard,US,2748000,3328579
Laurent Alexandre,Spain,Nissan,Japan,2749000,3903967
Laurent Alexandre,US,Renault,Spain,2750000,2390445
Chevron,Spain,General Motos,France,2751000,2371791
Tesla,France,McKesson,US,2752000,2819379
Nissan,Spain,ConocoPhillips,Spain,2753000,1925888
Elon Musk,US,Nissan,Germany,2754000,7143454
Renault,UK,ConocoPhillips,UK,2755000,2592984
Chevron,Japan,Chevron,US,2756000,7076605
Walmart,Spain,Elon Musk,Germany,2757000,7833580
McKesson,US,Chevron,Spain,2758000,3819187
Altaran,France,Exxon Mobil,Spain,2759000,5840174
General Motos,Spain,John Coulberg,Spain,2760000,595933
Chevron,UK,Altaran,France,2761000,1665614
McKesson,Japan,Activision Blizard,Germany,2762000,3923127
Altaran,Japan,Altaran,France,2763000,7555311
Renault,France,Tesla,US,2764000,7491907
Altaran,UK,Walmart,France,2765000,5040801
Walmart,Germany,McKesson,Spain,2766000,8962262
Altaran,Germany,John Coulberg,UK,2767000,907430
Walmart,Japan,Renault,Spain,2768000,9910686
Chevron,France,Renault,US,2769000,1833242
McKesson,US,Nissan,US,2770000,4601596
Renault,Germany,Chevron,Japan,2771000,601184
Tesla,Germany,Laurent Alexandre,UK,2772000,274672
ConocoPhillips,Spain,Activision Blizard,France,2773000,3153698
Laurent Alexandre,Japan,Elon Musk,Japan,2774000,7739082
Exxon Mobil,Germany,McKesson,Germany,2775000,5551413
Laurent Alexandre,US,Renault,Spain,2776000,8284350
Tesla,US,Exxon Mobil,Japan,2777000,1759143
ConocoPhillips,Germany,Activision Blizard,France,2778000,5385614
Chevron,Germany,Renault,Japan,2779000,7068524
McKesson,Spain,ConocoPhillips,Spain,2780000,5153252
Altaran,Germany,Tesla,Japan,2781000,575716
Elon Musk,Germany,Walmart,US,2782000,1877465
Walmart,US,Exxon Mobil,France,2783000,4028191
ConocoPhillips,Germany,John Coulberg,Spain,2784000,4849860
Elon Musk,France,General Motos,US,2785000,1249916
Activision Blizard,Spain,Laurent Alexandre,UK,2786000,2784950
Laurent Alexandre,Spain,Renault,Spain,2787000,5044584
McKesson,US,Exxon Mobil,Germany,2788000,9707123
Tesla,US,Chevron,Germany,2789000,523477
Exxon Mobil,US,Tesla,US,2790000,7170319
Nissan,Spain,General Motos,Spain,2791000,1764213
Walmart,UK,Activision Blizard,Germany,2792000,1193651
Activision Blizard,France,Tesla,Japan,2793000,1255195
Chevron,UK,Walmart,Japan,2794000,257192
Elon Musk,US,Altaran,US,2795000,3032107
Chevron,France,McKesson,France,2796000,3073429
General Motos,France,John Coulberg,Spain,2797000,1873172
Walmart,France,Walmart,France,2798000,39172
Nissan,Germany,Renault,Japan,2799000,8996081
Elon Musk,US,Renault,Japan,2800000,2390539
McKesson,France,Chevron,Japan,2801000,6409484
Altaran,Spain,Nissan,Japan,2802000,240806
General Motos,Japan,Chevron,Japan,2803000,1309646
General Motos,Germany,Laurent Alexandre,US,2804000,7127111
McKesson,France,Nissan,Germany,2805000,6847241
Altaran,Spain,Laurent Alexandre,Spain,2806000,5077628
ConocoPhillips,Japan,Activision Blizard,Spain,2807000,862521
Exxon Mobil,Japan,McKesson,France,2808000,4130389
Elon Musk,US,Walmart,Spain,2809000,5054339
Activision Blizard,Japan,Elon Musk,US,2810000,3708672
Exxon Mobil,Spain,ConocoPhillips,US,2811000,1004925
Renault,Germany,McKesson,UK,2812000,8518075
Tesla,Japan,McKesson,Spain,2813000,1872720
Altaran,France,Altaran,Germany,2814000,1154889
Nissan,France,ConocoPhillips,Germany,2815000,5358130
Exxon Mobil,Germany,General Motos,UK,2816000,7929463
Elon Musk,US,Chevron,France,2817000,5484238
John Coulberg,Japan,Tesla,UK,2818000,3708691
Walmart,Spain,Exxon Mobil,UK,2819000,2905627
ConocoPhillips,France,Laurent Alexandre,US,2820000,108777
General Motos,Germany,Renault,UK,2821000,9868711
Laurent Alexandre,France,Activision Blizard,Germany,2822000,2762837
Laurent Alexandre,Spain,Exxon Mobil,Germany,2823000,4100543
Chevron,Japan,ConocoPhillips,UK,2824000,2508200
Exxon Mobil,France,Activision Blizard,US,2825000,5652016
Tesla,Germany,Walmart,Spain,2826000,1180396
General Motos,UK,Exxon Mobil,France,2827000,5723110
Renault,UK,General Motos,US,2828000,2188442
Altaran,Japan,Elon Musk,US,2829000,1238908
McKesson,Spain,McKesson,Japan,2830000,3074340
Exxon Mobil,Japan,General Motos,UK,2831000,5881391
Chevron,UK,Activision Blizard,France,2832000,661178
Elon Musk,Japan,Exxon Mobil,Japan,2833000,433047
Walmart,UK,Chevron,Japan,2834000,1092242
Chevron,Germany,Walmart,Germany,2835000,8474180
Activision Blizard,France,Walmart,France,2836000,1337261
ConocoPhillips,Japan,McKesson,US,2837000,3721523
ConocoPhillips,Spain,Altaran,Germany,2838000,6226348
Tesla,US,General Motos,UK,2839000,1302231
Elon Musk,Japan,Altaran,Germany,2840000,9265911
Altaran,US,Laurent Alexandre,UK,2841000,2204777
Activision Blizard,UK,Activision Blizard,UK,2842000,7654600
Activision Blizard,Japan,Exxon Mobil,Japan,2843000,770831
General Motos,US,Tesla,Germany,2844000,6213787
Laurent Alexandre,US,Walmart,UK,2845000,1357252
ConocoPhillips,US,John Coulberg,US,2846000,3195302
Exxon Mobil,US,Elon Musk,Japan,2847000,2537920
Nissan,Japan,Elon Musk,Germany,2848000,9234232
Activision Blizard,France,Laurent Alexandre,Spain,2849000,3173848
ConocoPhillips,Germany,Elon Musk,US,2850000,18135
Exxon Mobil,Japan,McKesson,France,2851000,8492771
Elon Musk,US,Chevron,Spain,2852000,8751360
McKesson,Germany,Exxon Mobil,US,2853000,9299090
John Coulberg,Japan,Elon Musk,US,2854000,1423625
Activision Blizard,France,General Motos,Germany,2855000,4824621
Exxon Mobil,UK,ConocoPhillips,US,2856000,7720261
Elon Musk,Japan,Tesla,Spain,2857000,1185089
Walmart,UK,Renault,Germany,2858000,2902405
Chevron,Japan,Renault,Spain,2859000,3771031
Tesla,Germany,Activision Blizard,US,2860000,2206724
Chevron,Germany,General Motos,Japan,2861000,2918522
ConocoPhillips,US,Renault,UK,2862000,9631741
John Coulberg,Germany,Chevron,Spain,2863000,389310
Walmart,Germany,Altaran,US,2864000,8476567
Altaran,Japan,Elon Musk,Japan,2865000,3040575
Walmart,France,McKesson,Spain,2866000,4890779
General Motos,Germany,General Motos,Spain,2867000,5860013
General Motos,US,General Motos,Germany,2868000,974485
Chevron,Japan,Tesla,France,2869000,6113023
Activision Blizard,France,Activision Blizard,US,2870000,7248736
Activision Blizard,Spain,Renault,Japan,2871000,2131583
General Motos,US,Exxon Mobil,Japan,2872000,1888219
Walmart,Germany,John Coulberg,US,2873000,7908323
Renault,Germany,Laurent Alexandre,US,2874000,687506
Chevron,Germany,ConocoPhillips,France,2875000,8850674
Chevron,Japan,Altaran,UK,2876000,8057285
Exxon Mobil,Japan,Tesla,UK,2877000,2058793
Exxon Mobil,Germany,John Coulberg,Japan,2878000,5974651
Activision Blizard,Germany,Walmart,Japan,2879000,7309602
Chevron,UK,Nissan,France,2880000,2559476
Laurent Alexandre,US,Exxon Mobil,Spain,2881000,9187054
John Coulberg,UK,Elon Musk,Germany,2882000,7042929
Altaran,Germany,McKesson,Germany,2883000,6760439
General Motos,US,Chevron,France,2884000,3315883
Exxon Mobil,Spain,Activision Blizard,UK,2885000,3073652
Activision Blizard,UK,Walmart,Japan,2886000,4068355
Tesla,US,Chevron,Germany,2887000,2247739
Tesla,Japan,Nissan,Japan,2888000,364782
McKesson,Japan,Elon Musk,Germany,2889000,3771024
Exxon Mobil,Germany,Nissan,Germany,2890000,4833679
Exxon Mobil,US,Laurent Alexandre,UK,2891000,3349783
Chevron,Spain,General Motos,Japan,2892000,8911096
Exxon Mobil,Germany,McKesson,US,2893000,7711011
Altaran,France,ConocoPhillips,France,2894000,3358539
Activision Blizard,France,Walmart,Japan,2895000,8928214
Elon Musk,Japan,Exxon Mobil,Spain,2896000,4137107
ConocoPhillips,Japan,Walmart,UK,2897000,9674029
Exxon Mobil,UK,McKesson,Germany,2898000,4267447
Altaran,UK,Tesla,Spain,2899000,9125546
Chevron,US,Elon Musk,Spain,2900000,220736
Nissan,Japan,Activision Blizard,Japan,2901000,3056975
Chevron,UK,Nissan,UK,2902000,1587485
Elon Musk,UK,Nissan,Japan,2903000,5449736
Laurent Alexandre,Spain,Activision Blizard,US,2904000,396841
Renault,Japan,McKesson,France,2905000,7958646
Renault,France,Activision Blizard,Germany,2906000,1459000
Altaran,Japan,McKesson,Spain,2907000,2101606
John Coulberg,Spain,Exxon Mobil,Japan,2908000,3220117
Walmart,Germany,Nissan,UK,2909000,2905692
Laurent Alexandre,US,Renault,UK,2910000,5073341
Renault,Japan,Chevron,Germany,2911000,3238131
Nissan,UK,Activision Blizard,UK,2912000,1032644
Elon Musk,Japan,Tesla,US,2913000,134837
Tesla,UK,General Motos,France,2914000,8371033
Altaran,France,Exxon Mobil,Germany,2915000,5918737
Exxon Mobil,France,Renault,Japan,2916000,8835397
Altaran,Spain,General Motos,France,2917000,9228692
Exxon Mobil,Japan,Elon Musk,France,2918000,7808350
McKesson,UK,Laurent Alexandre,UK,2919000,4908900
Renault,Spain,John Coulberg,Germany,2920000,7975489
Tesla,US,Altaran,UK,2921000,1330172
McKesson,Japan,Activision Blizard,France,2922000,5654221
ConocoPhillips,Japan,Activision Blizard,Spain,2923000,5028049
Laurent Alexandre,UK,General Motos,US,2924000,6812181
Altaran,Japan,Walmart,US,2925000,5575883
Activision Blizard,UK,Altaran,Spain,2926000,3051839
Activision Blizard,Japan,Laurent Alexandre,US,2927000,2233460
Chevron,Germany,Renault,UK,2928000,4361199
General Motos,Germany,Nissan,France,2929000,3979550
McKesson,Germany,Activision Blizard,US,2930000,9811028
Tesla,France,Walmart,Spain,2931000,8280081
Laurent Alexandre,Spain,General Motos,UK,2932000,7381403
Nissan,Germany,John Coulberg,US,2933000,302225
Elon Musk,France,Walmart,France,2934000,9180670
Nissan,UK,General Motos,France,2935000,6220996
McKesson,UK,Activision Blizard,Spain,2936000,9810438
Nissan,UK,Elon Musk,US,2937000,5934179
Altaran,Japan,Nissan,Japan,2938000,4253557
McKesson,US,Chevron,France,2939000,1069544
Elon Musk,Japan,Laurent Alexandre,Germany,2940000,1404975
ConocoPhillips,Germany,ConocoPhillips,UK,2941000,1091474
Renault,Japan,John Coulberg,UK,2942000,5866796
Walmart,UK,Chevron,UK,2943000,8119560
McKesson,Germany,General Motos,Germany,2944000,3636366
Altaran,Spain,Chevron,Germany,2945000,5788637
Walmart,Spain,ConocoPhillips,Germany,2946000,3208186
Altaran,Japan,John Coulberg,UK,2947000,9272032
Chevron,Germany,Nissan,France,2948000,4045795
Nissan,US,Altaran,Japan,2949000,2334027
Exxon Mobil,France,Altaran,Spain,2950000,4448490
General Motos,UK,Laurent Alexandre,UK,2951000,9413661
Activision Blizard,UK,ConocoPhillips,France,2952000,3664819
Altaran,Germany,Walmart,UK,2953000,3585326
Elon Musk,Japan,Laurent Alexandre,Spain,2954000,9621884
Laurent Alexandre,Spain,John Coulberg,Germany,2955000,7243951
McKesson,UK,John Coulberg,France,2956000,1366643
Chevron,Germany,Activision Blizard,France,2957000,8992653
Chevron,US,McKesson,Japan,2958000,5903431
Chevron,Spain,Nissan,Germany,2959000,556428
Activision Blizard,France,General Motos,Germany,2960000,4884202
John Coulberg,UK,Tesla,Spain,2961000,9564015
Elon Musk,Spain,Altaran,Spain,2962000,639245
Elon Musk,US,Walmart,UK,2963000,844620
John Coulberg,US,Laurent Alexandre,Germany,2964000,5997815
Activision Blizard,US,Tesla,UK,2965000,7309918
Chevron,US,Chevron,US,2966000,334368
McKesson,Germany,General Motos,Germany,2967000,5546914
Exxon Mobil,UK,Altaran,UK,2968000,2617816
Laurent Alexandre,US,Altaran,Japan,2969000,2835201
Elon Musk,Japan,Exxon Mobil,UK,2970000,387136
Elon Musk,US,Nissan,US,2971000,4706773
Nissan,US,Exxon Mobil,Japan,2972000,1188270
Chevron,Japan,ConocoPhillips,US,2973000,5067074
Walmart,France,Tesla,Japan,2974000,8954924
John Coulberg,US,Renault,UK,2975000,526669
Activision Blizard,Japan,John Coulberg,Japan,2976000,9745945
Walmart,France,McKesson,Spain,2977000,7182822
Elon Musk,Japan,McKesson,Spain,2978000,1053107
Chevron,France,Elon Musk,France,2979000,3454056
Renault,UK,General Motos,France,2980000,5430127
Chevron,UK,Elon Musk,France,2981000,7310726
Activision Blizard,Japan,Walmart,Japan,2982000,8147294
Activision Blizard,Japan,Elon Musk,US,2983000,7319233
Altaran,Japan,Altaran,Japan,2984000,9548010
Renault,UK,John Coulberg,Germany,2985000,2063220
Tesla,US,John Coulberg,Germany,2986000,4259666
Altaran,Germany,Renault,Spain,2987000,4874137
General Motos,Germany,Walmart,Japan,2988000,3803387
Chevron,Germany,Renault,UK,2989000,8486337
McKesson,US,Exxon Mobil,Germany,2990000,6470425
Exxon Mobil,Germany,Renault,Spain,2991000,162924
Laurent Alexandre,Germany,Walmart,Germany,2992000,8911315
ConocoPhillips,France,Renault,UK,2993000,8847397
Chevron,France,Exxon Mobil,US,2994000,9176178
John Coulberg,UK,Walmart,Spain,2995000,5397029
Tesla,US,Tesla,Japan,2996000,7221093
ConocoPhillips,Japan,ConocoPhillips,Germany,2997000,5127598
Walmart,Spain,McKesson,US,2998000,8445045
Altaran,US,General Motos,Germany,2999000,1684157
